nom;Eau;Proteines;Glucides ;Lipides ;Sucres ;FibresAlimentaires;AG_satures ;Sel
Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);16,6;0,73;0,55;80,2;0,4;0;53,7;1,86
Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);16,7;0,68;0,99;81,5;0,84;0,017;54,5;0,073
Beurre à 39-41% MG, léger, doux;54,1;< 0,5;3,6;41,7;1,26;0;26,2;0,45
"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux";68,8;0,4;3,8;25,6;-;0;16,3;0,72
"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux";73,6;< 0,5;6,2;19,1;1,56;< 3;12,1;0,63
Huile ou beurre de cacao;0;0;0;100;0;0;59,7;0
Huile ou graisse de coco (coprah), sans précision;0;0;0;100;0;0;84;0
Huile ou graisse de coco (coprah), raffinée;0;0;0;100;0;0;86,5;0
Matière grasse ou graisse végétale solide (type margarine) pour friture;0,17;< 0,5;0;99,8;traces;0;94,6;< 0,013
Huile ou beurre de karité;0;0;0;100;0;0;46,6;0
Huile pour friture, sans précision;< 0,03;0;0;100;0;0;9,86;< 0,013
Huile de palme, sans précision;0;0;0;100;0;0;49,3;0
Huile de palme raffinée;0;0;0;100;0;0;49,3;0
Huile ou graisse de palmiste, sans précision;0;0;0;100;0;0;81,5;0
Huile végétale (aliment moyen);0,066;0,21;0;99,9;0;0;13,5;0,0098
Huile d'amandes d'abricot;0;0;0;100;0;0;6,3;0
Huile d'amande;0;0;0;100;0;0;8,2;0
Huile d'arachide;0,08;< 0,5;0;99,9;0;0;16,2;< 0,013
Huile d'avocat;0;0;0;100;0;0;17,9;0
Huile de germe de blé;0;0;0;100;0;0;17,4;0
Huile de carthame;0;0;0;100;0;0;6,69;0
Huile de colza;0;0;0;100;0;0;7,26;0
Huile de coton;0;0;0;100;0;0;25,9;0
Huile de lin;0;0;0;100;0;0;9,19;0
Huile de maïs;0;0;0;100;0;0;12,2;0
Huile de noisette;0;0;0;100;0;0;8,34;0
Huile de noix;0;0;0;100;0;0;10;0
Huile d'olive vierge extra;0,1;< 0,5;0;99,9;0;0;15,2;< 0,013
Huile de pavot;0;0;0;100;0;0;13,5;0
Huile de pépins de raisin;< 0,03;0;0;100;0;0;11,4;< 0,013
Huile de son de riz;0;0;0;100;0;0;19,7;0
Huile de sésame;0;0;0;100;0;0;14,9;0
Huile de soja;0;0;0;100;0;0;14,7;0
Huile de tournesol;< 0,03;< 0,5;0;100;0;0;11,1;0,025
Huile combinée (mélange d'huiles);0;0;0;99,5;0;0;10,3;0,011
Huile combinée, mélange d'huile d'olive et de graines;0;0;0;100;0;0;12,1;0
Huile d'argan ou d'argane;-;0;0;98,7;0;0;17,6;-
Matière grasse végétale (type margarine) à 80% MG, salée;-;< 0,5;< 0,5;80;< 0,5;0;32;1,78
Matière grasse végétale ou margarine, 80% MG, doux;16,3;0,39;0,3;80,4;0,3;0;25,1;0,43
Matière grasse végétale (type margarine) à 70% MG, doux;26,5;0,13;0,24;70;0,24;0;29,2;0,76
Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;39;< 0,5;< 0,55;60,6;< 0,2;0;14,1;0,37
Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen);29,9;0,16;0,24;67,4;0,24;0;26,6;0,68
Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen);40,8;0,28;0,24;58,9;0,22;0;18,2;0,4
Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;55,8;1,44;3;38,6;1,91;0;17,5;0,53
Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;51,6;0,9;3,05;38;1,5;0;17,3;1,63
Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3;58,2;0;0;38,8;0;0;9;0,3
Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3;40,4;0,15;0,18;57,8;0,18;traces;14,5;0,37
Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel;36,9;0,2;< 0,2;58;< 0,2;0;25;1,25
Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal;39,4;< 0,5;0;60,8;traces;0;14,6;0,32
Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3;44,2;0,083;0,12;54,5;0,12;0;14,9;1,38
Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux;40,5;< 0,5;0,18;59,3;0,18;0;18,2;0,4
Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;-;0,1;2,5;35;0,1;0;7,8;1,23
Matière grasse mélangée (végétale et laitière) à 50-63% MG;44,5;0,4;0,6;54;0,6;0;25,7;0,44
Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;-;0,4;0,6;53;0,6;0;25,7;1,5
Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG;54;1,69;5,6;40,9;2,3;0;20,6;0,54
Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel;-;1,5;5,6;38;2,5;0;17,5;1,75
Huile de foie de morue;0;0;0;100;0;0;22;0,00005
Huile de sardine;0;0;0;100;0;0;29,9;0
Huile de saumon;0;0;0;100;0;0;-;0
Huile de hareng;0;0;0;100;0;0;21,3;0
Saindoux;1;0;0;99,5;0;0;41,1;0,005
Lard gras, cru;7,69;2,92;0;88,7;0;0;32,2;0,028
Graisse de poulet;0,2;0;0;99,8;0;0;29,8;0
Graisse de canard;0,2;0;0;99,8;0;0;33,2;0
Graisse d'oie;0,2;0;0;99,8;0;0;27,7;0
Graisse de dinde;0,2;0;0;99,8;0;0;29,4;0
Huile de paraffine;0;0;0;0;0;0;-;0
Sauce (aliment moyen);63;1,3;6,04;25,7;4,57;0,87;2,76;2,14
Ketchup, préemballé;71,1;1,27;21,4;0,19;20,8;1,15;0,069;2,59
Sauce tartare, préemballée;37,1;0,99;4,6;55;3,11;0,47;4,99;1,94
Mayonnaise (70% MG min.), préemballée;18,1;1,36;2,62;75,2;1,03;0,32;7,27;1,39
Ketchup allégé en sucres, préemballé;-;1,21;14,6;0,11;9,83;1,29;0,046;2,51
Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée;60,1;0,93;8,98;29,9;4,91;0,23;3,52;2,37
Sauce barbecue, préemballée;63,4;0,56;30,3;0,6;27,5;1,2;0,1;1,77
Sauce soja, préemballée;68,9;7,08;3,64;0,1;1,32;0,86;0,0085;18,6
Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée;35,1;0,53;4,54;52,8;3,66;0,32;6,01;2,41
Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée;67,3;< 0,5;2,39;26,4;1,73;0,5;2,2;1,9
Sauce vinaigrette (50 à 75% d'huile), préemballée;40,4;0,54;4,56;52,4;2,9;0,34;-;2,57
Harissa (sauce condimentaire), préemballée;77,9;2,72;7,3;2,9;-;5,1;0,47;2,81
Sauce bourguignonne, préemballée;46,3;1,25;7,85;43,9;5,23;0,52;3,59;2,71
Sauce moutarde, préemballée;65,4;1,66;3,3;22,8;0,92;2;-;2,35
Sauce au yaourt;80,1;3,64;5,04;6,91;4,37;0,8;1,46;1,28
Sauce américaine, préemballée;45,7;1,42;9,48;41,8;5,1;0,2;3,7;2,94
Sauce aïoli, préemballée;-;1,13;4,7;41;3,14;0,42;-;1,85
Sauce crudités ou Sauce salade, préemballée;61,8;0,86;5,3;30,9;4,06;0,35;3,22;2,4
Sauce Nuoc Mâm ou Sauce au poisson, préemballée;-;9,3;10,9;0;8,34;0,2;0;22,2
Sauce burger, préemballée;-;1,06;13,3;33,8;10,3;0,48;3,11;2,13
Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;71,4;0,76;7,26;14,3;5,1;0,5;1,29;2,57
Sauce kebab, préemballée;61,2;1,1;9,15;27,6;4,6;0,1;2,3;1,5
Sauce rouille, préemballée;-;1,1;1;41,4;-;0;5,7;1,18
Sauce au poivre, condimentaire, froide, préemballée;40,8;0,69;5,8;49,3;5,19;< 0,5;3,78;2,31
Sauce froide (aliment moyen);57,5;0,86;5,73;31,6;4,81;0,61;2,72;2,45
Caviar de tomates;64,3;2,19;6,8;19,2;6,5;3,5;1,88;2,09
Sauce soja sucrée, préemballée;42,1;2,88;-;< 0,5;39,5;-;< 0,01;6,9
Sauce pour nems à base de nuoc-mam dilué, préemballée;62,4;1,38;31,2;< 0,5;30,9;< 0,25;< 0,01;4,29
Sauce végétale type bolognaise, préemballée;83,7;3,56;5,05;3;5,05;2,46;0,48;0,77
Sauce teriyaki, préemballée;67,7;3,82;16;1,06;13,2;0,1;0,3;6,13
Tzatziki, à base yaourt, préemballé;77,8;6,06;3,8;10,9;2,7;traces;0,81;0,88
Tzatziki, à base fromage frais, préemballé;79,1;6,73;3,28;11,1;2,35;1,15;1,13;0,9
Guacamole, préemballé;70,7;2,18;5,85;16,5;2,65;5,65;3,95;1,38
Houmous, préemballé;51,8;8,2;7,1;23,9;1,38;5,98;2,48;1,19
Caviar d'aubergine, préemballé;60,5;0,71;4,3;21;1,85;2,93;0,65;1,36
Sauce béchamel, préemballée;81,3;2,56;6,2;7,4;3,1;1,3;4,61;0,69
Sauce béarnaise, préemballée;43,6;0,88;4,52;47,7;2,3;0,48;3,55;1,95
Sauce hollandaise, préemballée;72,5;1,19;4,58;19,8;0,7;0,5;7,23;1,19
Sauce tomate aux oignons, préemballée;84,7;1,52;7,69;4,18;5,44;2,17;0,49;1,17
Sauce armoricaine, préemballée;86,2;2,1;3,95;6,6;0,73;traces;6,3;1,3
Sauce tomate à la viande ou Sauce bolognaise, préemballée;82,4;4,22;7,27;4,81;4,74;2,29;1,78;1,18
Sauce au poivre vert, préemballée;-;1,3;5,3;6,1;1,3;1,3;2,87;1,15
Sauce madère, préemballée;-;0,6;3,6;2,2;1,9;0,5;1,1;1,1
Sauce à l'échalote à la crème, préemballée;-;1,7;11,9;5,53;2,27;0,9;3,03;1,61
Sauce carbonara, préemballée;-;5,17;4,7;12,8;1;2,65;8,25;1,49
Sauce chasseur, préemballée;91;1,21;4,66;1,61;-;0,43;-;1,03
Sauce au curry, préemballée;81,1;1,02;10,6;3,16;5,83;1,28;2,11;1,12
Sauce au beurre blanc, préemballée;72,4;1,13;3,4;21,4;1,35;< 0,5;11,9;1,16
Sauce béchamel, maison;74,9;3,84;8,97;10,6;4,38;0,2;2,85;0,89
Sauce au beurre, préemballée;75,3;2,2;5,2;17,9;1;1;12,1;1,36
Sauce à la crème;86,2;1,08;5,9;5,55;0,73;0,17;3;1,38
Sauce aux champignons, préemballée;83,8;3,2;6,3;6,26;2,2;2,25;-;0,9
Sauce à la crème aux épices;84,7;1,16;6,2;5,75;0,95;0,65;3,12;1,29
Sauce à la crème aux herbes;86;1,09;5,5;5,49;0,74;0,4;2,94;1,39
Sauce aigre douce, préemballée;78;0,55;20,1;0,2;15,9;0,97;0,063;1,01
Sauce au vin rouge;87,6;0,81;7;2,22;2,47;0,46;1,32;1,7
Sauce basquaise ou Sauce aux poivrons, préemballée;-;1,17;7,41;2,71;4,46;2,09;0,49;1,13
Sauce tomate aux champignons, préemballée;86,5;1,79;7,78;2,68;4,58;2,35;0,26;1,04
Sauce tomate aux olives, préemballée;81,4;1,41;7,5;7,32;3,68;3,34;0,88;1,83
Sauce pesto, préemballée;46,6;3,94;6,6;35,4;3,2;2,5;4,39;2,64
Sauce au poivre, chaude, préemballée;75,7;1;4,8;14,8;1,76;1,13;1,91;1,58
Sauce au fromage pour risotto ou pâtes, préemballée;82,9;3,11;4,24;9,53;0,68;1,4;7;1,38
Sauce au roquefort, préemballée;80,9;2,85;4,4;10,9;1,1;0,6;7,18;1,25
Sauce aux champignons et à la crème, préemballée;86,1;1,38;6,2;5;1,52;< 0,5;2,51;0,96
Sauce grand veneur, préemballée;-;1,5;8,45;7;6,6;traces;4,85;1,14
Sauce indienne type tandoori ou tikka masala, préemballée;-;2,6;14,3;1,7;12,3;1,9;0,35;2,4
Sauce tomate aux petits légumes, préemballée;-;1,54;7,57;2,9;5,22;2,12;0,35;0,99
Sauce tomate au fromage, préemballée;-;3,94;8,09;14,2;4,6;2,41;3,83;1,31
Sauce pesto rosso, préemballée;-;4,8;8,58;27;2,75;4,15;3,95;1,99
Sauce chaude (aliment moyen);81,2;2,66;7,03;7,45;3,83;1,68;2,86;1,17
Sauce à l'oseille, préemballée;-;1,3;1,7;15;1,7;3,2;10;0,63
Céleri rémoulade, préemballé;81,5;0,94;3,14;10,2;1,8;2,2;0,94;1,17
Meloukhia, sauce, artisanale;67,7;1,13;0,2;21;-;8,4;-;0,95
Sauce au chocolat, préemballée;-;3,8;26,2;16,8;24,1;3;10,9;0,13
Crème anglaise, préemballée;77,7;3,44;16,7;2,5;12,9;1;1,55;0,13
Cornichon, au vinaigre;93,7;1,06;0,78;< 0,6;0,6;1,5;< 0,01;1,72
Moutarde;67,9;6,92;4,33;11,2;1,66;< 1;0,76;6,3
Vinaigre;92,9;0,04;0,62;0,1;0,04;0;0;0,033
Moutarde à l'ancienne;67,8;6,6;2,2;9,9;2,2;4,5;0,61;4,9
Câpres, au vinaigre;83,9;2,18;3,5;0,86;0,41;3,6;0,23;4,06
Tapenade;62,3;1,3;2,6;23;0,2;3,7;2,7;3,2
Oignon au vinaigre;93;0,56;2,5;0,2;1,98;1,8;0;2,36
Vinaigre de cidre;93,8;0;0,93;0;0,4;0;0;0,013
Vinaigre balsamique;70,3;0,69;25,8;< 0,6;19,1;0,5;0;0,068
Cornichon, aigre-doux;91,5;1,25;5;0,35;4;1,5;0;1,1
Vinaigre de vin rouge;91,5;< 0,5;traces;0;traces;0;-;0,013
Olive noire, en saumure, égouttée;74,9;1,38;< 0,1;17,2;0;6,2;2,08;1,77
Olive verte, en saumure, égouttée;75,8;1,31;traces;15,7;traces;3,6;2,33;3,15
Olive noire, à l'huile (à la grecque);45,7;2,19;< 0,1;33,3;-;11,6;4,02;8,45
Olives vertes, fourrées ou farcies (anchois, poivrons, etc.);75;2,09;0,61;15,2;< 0,4;4,33;2,63;2,78
Olive (aliment moyen);74,6;1,39;0,043;16,5;0,011;4,38;2,35;3,03
Olive noire (aliment moyen);70,7;1,49;0,05;19,5;0;6,97;2,35;2,72
Bouillon de boeuf, déshydraté;2,6;10,2;19,7;13,3;3,95;0,65;7,03;33
Fond de veau pour sauces et cuisson, déshydraté;4,2;8,5;59,5;7,4;22,3;2,1;3,22;16,7
Fond de volaille pour sauces et cuisson, déshydraté;-;7,4;66,3;4,9;13,6;1,3;1,65;12,5
Court-bouillon pour poissons, déshydraté;-;5;7;23;4,5;2,5;16;47,5
Bouillon de volaille, déshydraté;9,37;11,3;20,8;11,5;5,38;0,58;6,75;49,6
Gelée au madère, déshydratée;4,7;44,5;17;0,2;1,25;0,1;0,1;28,6
Gelée au madère;-;2;0,8;0,01;0,1;0,004;0,004;1,48
Fond de veau, préemballé;-;3,15;2,4;2,05;0,7;0,1;1;1,1
Pizza, sauce garniture pour;87,4;2,12;3,2;0,73;3,2;4,17;0,1;0,59
Bouillon de viande et légumes type pot-au-feu, déshydraté;4,53;10,3;17,7;11,1;2,87;0,67;5,85;54,1
Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté;2,4;11,6;28,9;5,4;2,8;0;1,4;48,4
Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté;2,5;10,8;30,9;3,1;2,2;0;1,08;48,2
Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme);0,027;0;0;0;0;0;0;97,8
Sel au céleri;-;1,81;4,14;2,53;0;1,19;-;87,5
Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);0,027;0;0;0;0;0;-;97,8
Fleur de sel, non iodée, non fluorée;3,75;0;0;0;0;0;-;94,3
Sel marin gris, non iodé, non fluoré;5,09;0;0;0;0;0;-;80,5
Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme);0,027;0;0;0;0;0;-;97,8
Curry, poudre;8,8;14,5;2,63;14;2,63;53,2;1,65;0,13
Gingembre, poudre;9,94;8,98;58,3;4,24;3,39;14,1;2,6;0,068
Poivre noir, poudre;9;13,3;39,5;7,5;0,64;25,7;2,9;0,036
Poivre blanc, poudre;11,4;11,4;48,3;2,11;-;26,2;0,63;0,013
Cannelle, poudre;10,6;3,87;27,5;1,22;2,17;53,1;0,44;0,025
Coriandre, graine;8,88;12,4;13;17,8;-;41,9;0,97;0,088
Safran;11,9;11,4;61,5;5,85;42,4;3,9;1,59;0,37
Cumin, graine;8,06;17,8;33,7;22,3;2,25;10,5;1,54;0,42
Noix de muscade;6,22;6,26;28,5;36,3;2,99;20,8;25,9;0,04
Paprika;11,2;14,1;19,1;12,9;10,3;34,9;2,14;0,17
Clou de girofle;9,87;5,97;31,6;13;2,38;33,9;3,95;0,69
Laurier, feuille;5,44;7,61;48,6;8,36;48,6;26,3;2,28;0,058
Quatre épices;8,46;6,09;50,5;8,69;-;21,6;2,55;0,19
Vanille, gousse;-;-;-;-;-;-;-;0
Pavot, graine;5,17;19,7;13,7;43,1;2,99;14,8;4,69;0,059
Carvi, graine;9,87;19,8;11,9;14,6;0,64;38;0,62;0,043
Vanille, extrait alcoolique;64,5;0,05;2,41;0;-;0;-;0,01
Fenouil, graine;8,81;15,7;12,5;14,9;12,5;39,8;0,48;0,22
Gingembre, racine crue;90,9;1,1;3,4;1,1;1;2,7;0,09;0,016
Cardamome, poudre;8,28;10,8;40,5;6,7;-;28;-;0,045
Fenugrec, graine;7,72;27,1;33,8;6,41;8,7;24,6;1,46;0,17
Epice (aliment moyen);8,86;12,4;37,7;10,4;2,14;25,9;4,84;0,048
Poivre de Cayenne ou piment de Cayenne;8,05;12;29,4;17,3;10,3;27,2;3,26;0,075
Curcuma, poudre;12,9;9,68;44,4;3,25;3,21;22,7;1,84;0,068
Vanille, extrait aqueux;85,6;0,03;14,4;0;14,4;0;0;0,0075
Ail, cru;67,8;5,31;18,6;< 0,5;1,2;5,8;< 0,01;0,023
Cerfeuil, frais;87,4;3,72;3,63;0,6;0,6;2,55;0,22;0,038
Ciboule ou Ciboulette, fraîche;90,6;2,57;2,1;0,52;1,75;3,19;0,15;0,028
Persil, frais;85,5;3,71;3,48;0,63;0,95;4,3;0,1;0,59
Raifort, cru;69,3;7,5;13;0,7;-;7,5;0,11;0,015
Menthe, fraîche;82,1;3,52;5,3;0,84;5,3;7,4;0,22;0,076
Basilic, frais;91,7;3,35;2,55;0,47;0,37;3,47;0,13;0,028
Romarin, frais;67,8;3,31;6,6;5,86;-;14,1;2,84;0,065
Sauge, fraîche;85,6;4;0,97;< 0,5;0,3;7;< 0,01;0,028
Thym, frais;65,1;5,56;10,5;1,68;-;14;0,47;0,023
Herbes aromatiques fraîches (aliment moyen);84,2;3,58;4,15;0,8;1,99;5,64;0,2;0,28
Estragon, frais;-;3,8;4,1;traces;1,2;6,2;0,6;0,025
Aneth, frais;86;3,93;3,9;1,1;1,2;3,5;0,27;0,15
Coriandre, fraiche;92,2;2,13;0,87;0,52;0,87;2,8;0,014;0,12
Ail, rôti/cuit au four;65,4;5,56;23,8;< 0,5;1,4;2,7;< 0,01;< 0,013
Ail, sauté/poêlé, sans matière grasse;63,5;6;22;0,4;1;5,8;0,2;< 0,013
Ail séché, poudre;6,48;16,7;62,8;0,77;2,43;9,45;0,2;0,11
Persil, séché;3,95;29;16,8;5,34;7,27;29,7;1,38;1,05
Menthe, séchée;11,3;19,9;22,2;6,03;-;29,8;1,58;0,86
Basilic, séché;10,4;23;10,1;4,07;1,71;37,7;2,16;0,19
Marjolaine, séchée;7,64;12,7;20,3;7,04;4,09;40,3;0,53;0,19
Origan, séché;9,93;9;26,4;4,28;4,09;42,5;1,55;0,063
Romarin, séché;9,31;4,88;21,5;15,2;-;42,6;7,37;0,13
Sauge, séchée;7,96;10,6;20,4;12,8;1,71;40,3;7,03;0,028
Thym, séché;7,79;9,11;26,9;7,43;1,71;37;2,73;0,14
Herbes de Provence, séchées;7,1;11,5;23;7,2;18,5;40,1;1,88;0,088
Sarriette, séchée;9;6,73;23;5,91;-;45,7;3,26;0,06
Meloukhia, feuilles de corète séchées, en poudre;8,4;23;12,7;1,8;-;40;-;0,17
Agar (algue), cru;91,3;0,54;6,25;0,03;0,28;0,5;0,006;0,023
Agar (algue), séché;14,3;4,36;-;0,3;2,97;-;0,061;0,13
Spiruline (Spirulina sp.), séchée ou déshydratée;4,68;57,5;20,3;7,72;3,1;3,6;2,65;2,62
Wakamé (Undaria pinnatifida), séchée ou déshydratée;8,54;14,1;5,7;2,51;-;41,4;0,3;12,9
Laitue de mer (Ulva sp.), séchée ou déshydratée;10,9;15,9;13,8;2,03;-;34,4;0,36;4,93
Kombu royal (Saccharina latissima), séchée ou déshydratée;8,63;10,3;23,6;1,07;-;29,3;0,25;9,08
Nori (Porphyra sp.), séchée ou déshydratée;6,54;31,5;10,5;1,63;-;36,3;-;4,96
Dulse (Palmaria palmata), séchée ou déshydratée;6,72;17,2;22,6;1,33;-;28;-;4,15
Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée;9,5;8,38;24,2;2,65;-;34,8;0,74;6,41
Kombu breton (Laminaria digitata), séchée ou déshydratée;5,31;9,51;25,6;1,13;-;33,2;0,15;7,87
Haricot de mer (Himanthalia elongata), séchée ou déshydratée;8,09;10,1;28,3;2,63;-;31;-;9,22
Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée;8,4;16,5;18,8;3,54;-;35;-;7,8
Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté;11,6;7,41;15,7;1,33;-;44,6;0,35;10,1
Ao-nori (Enteromorpha sp.), séchée ou déshydratée;7,65;13,7;18,8;2,47;-;36;0,23;11,9
Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté;10,7;16,6;21,5;2,3;-;30,6;0,1;5,17
Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté;10,8;7,22;18,5;2,78;-;41,8;-;7,15
Wakamé atlantique (Alaria esculenta), séchée ou déshydratée;10,3;12,3;6,28;1,53;-;49,5;-;4,81
Boisson diététique pour le sport;92,6;< 0,05;5,26;0,14;5,26;0;0;0,13
Substitut de repas hypocalorique, crème dessert;79,6;6,3;11,1;2,75;6,57;1,18;0,98;0,21
Substitut de repas hypocalorique, prêt à boire;79,7;6,65;10,4;2,45;7,2;< 0,5;0,55;0,19
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;80,6;5,97;10,1;1,73;9,3;1,18;0,2;0,43
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake;80;6,07;10,2;2,28;10;0,63;0,28;0,19
Son de blé;;;;;;;;
Son de blé;9,05;15,2;23,6;4,35;2,46;42;0,84;0,033
Son d'avoine;7,53;15,8;51;6,48;2,23;16,7;1,16;0,016
Son de maïs;4,71;8,36;6,65;0,92;0;79;0,13;0,018
Son de riz;6,12;13,9;28,1;20,9;0,9;21;4,17;0,013
Son (aliment moyen);7,8;15,7;46;6,09;2,27;21,3;1,1;0,019
Germe de blé;7,5;29,2;35,1;9,5;10;16,3;1,83;0,018
Gélatine, sèche;11,7;86,9;0;0,1;-;0;0,036;0,75
Levure alimentaire;5;40,4;21,8;4,5;2,5;22,5;0,7;0,35
Levure de boulanger, compressée;69;8,3;11,9;1,9;0;7,15;0,26;0,058
Levure de boulanger, déshydratée;2,94;44,5;17,9;6,37;0;23,3;1,5;0,56
Levure chimique ou Poudre à lever;5,4;1,96;33,2;0,2;0,1;1,9;< 0,1;-
"Préparation culinaire à base de soja, type ""crème de soja""";78,5;3,25;2,03;14,7;1,6;-;1,65;0,063
Bicarbonate de soude;0,2;0,1;0;0;0;0;0;-
Tofu soyeux, préemballé;89,4;5;1,53;2,9;1,13;0,6;0,47;< 0,013
Miso;48;11,7;18,1;5,31;6,2;5,4;1,01;8,35
Sirop pour fruits appertisés au sirop;80,6;< 0,5;18,4;< 0,5;14,9;< 0,5;-;0,019
Sirop léger pour fruits appertisés au sirop;84,3;0,34;15;< 0,5;13,6;< 0,5;-;0,011
Jus d'ananas pour ananas appertisé au jus;85,5;< 0,5;13,7;< 0,5;12,2;< 0,5;-;0,0014
Sirop léger pour poire appertisée;84,2;< 0,5;14,6;< 0,3;12,5;< 0,5;-;0,0043
Gélifiant pour confitures;7,2;0;62;0;62;15;-;-
Gelée royale;66;13;14;4;14;-;-;-
Pollen, partiellement séché;7,58;21,9;52,5;4,2;36,5;11,3;-;0,22
Pollen,frais;-;17,5;37,7;5,17;26,8;9,07;1,81;-
Base de pizza à la crème;-;7,7;51,1;2,6;1,8;1;0,8;1,75
Base de pizza tomatée;-;6,9;44,6;2,7;1,5;1;0,8;1,75
Lécithine de soja;1;0;8;83;3,3;traces;12,6;0,038
Lait 1er âge, poudre soluble (préparation pour nourrissons);1,17;10,7;55;25,3;38,7;2,48;-;0,4
Lait 2e âge, poudre soluble (préparation de suite);-;11,4;56,3;23,2;36,4;2,14;-;0,46
Boisson aux fruits pour bébé dès 4/6mois;90,2;< 0,5;9,5;< 0,5;8,23;< 0,5;< 0,0002;0,0017
Boisson à base de plantes pour bébé;94,2;< 0,5;5,8;< 0,5;4,97;< 0,5;< 0,0002;0,0017
Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;82,2;2,1;11,6;2,83;3,71;0,9;1,42;0,09
Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;85,8;1,71;7,7;3;6,8;1,5;1,23;0,096
Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;81,2;1,94;12,1;2,7;5,7;< 3;1,26;0,08
Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;81,3;2,31;11,6;2,8;5,57;< 3;1,26;0,083
Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;81;2,18;12,6;2,78;4,7;1,1;1,19;0,066
Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales);83,1;1,81;10,4;2,6;5,78;< 3;1,15;0,048
Boisson infantile céréales lactées aux légumes pour diner dès 12 mois;-;-;23,6;8,93;16,2;1,45;-;0,094
Boisson infantile céréales lactées pour le petit déjeuner;81,6;1,86;12,7;2,89;4,7;0,6;1,23;0,083
Boisson infantile céréales lactées (aliment moyen);81;2,18;12,6;2,78;4,71;1,1;1,19;0,066
Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);87,7;1,25;7,77;2,71;5,98;0;1,1;0,06
Lait 1er âge, prêt à consommer (préparation pour nourrissons);86,3;1,19;8,04;3,79;6,72;< 0,5;1,48;0,04
Lait 2e âge, prêt à consommer (préparation pour nourrissons);86,7;1,19;8,23;2,9;5,63;0,5;1,14;0,055
Lait infantile pour prématurés, prêt à consommer;-;-;48,5;24,7;35;3,55;-;0,93
Petit pot légumes, dès 4-6 mois;92,2;0,9;3,8;< 0,5;3,7;2,6;< 0,0002;0,042
Petit pot légumes, avec féculent, dès 4/6 mois;89,8;1,3;6,45;0,8;0,5;1,75;0,088;0,022
Plat légumes, avec féculent, dès 6-8 mois;88,6;1,2;6,9;0,7;2,8;2,1;0,066;0,24
Plat légumes, avec féculent et lait/crème, dès 6-8 mois;83,9;2,38;9,12;2,3;4,62;1,5;0,29;0,075
Plat légumes, avec féculent et lait/crème, dès 8-12 mois;83,6;2,1;8,1;3,5;3,4;2,6;1,31;0,27
Plat légumes, avec féculent et lait/crème, dès 12 mois;83,1;2,88;8,53;2,3;2,37;2,4;0,26;0,2
